turbine_id,operating_hours,wind_speed_ms,ambient_temp_c,wind_direction_deg,gearbox_oil_temp_c,gearbox_bearing_temp_c,generator_winding_temp_c,generator_rpm,rotor_rpm,blade_pitch_angle_deg,hydraulic_pressure_bar,active_power_kw
WTG_02,317,5.25,22.57,201.73,74.14,70.08,86.25,643.53,7.15,0.0,173.27,297.56
WTG_02,318,8.53,13.29,215.19,84.14,73.34,99.13,1077.04,11.97,0.0,171.24,1393.93
WTG_02,319,8.81,24.64,187.37,84.28,73.05,111.93,1127.67,12.53,0.0,171.21,1503.45
WTG_02,320,7.96,15.19,183.42,81.57,74.43,94.37,990.34,11.0,0.0,169.57,1103.26
WTG_02,321,7.21,18.61,220.93,80.24,72.73,95.65,922.04,10.24,0.0,170.4,838.28
WTG_02,322,9.27,23.18,220.7,87.62,72.87,116.25,1128.11,12.53,0.0,171.34,1754.5
WTG_02,323,11.96,15.23,227.24,91.26,76.41,112.79,1509.81,16.78,0.0,174.06,2000.0
WTG_02,324,10.51,14.37,211.81,88.27,74.06,111.26,1337.81,14.86,0.0,171.2,2000.0
WTG_02,325,10.66,18.57,199.98,90.35,75.6,117.24,1373.97,15.27,0.0,169.55,2000.0
WTG_02,326,8.64,18.22,205.45,83.97,73.73,104.59,1093.12,12.15,0.0,169.89,1444.28
WTG_02,327,8.66,21.09,213.21,85.27,74.82,108.1,1096.76,12.19,0.0,172.32,1435.38
WTG_02,328,15.35,20.82,216.22,89.88,76.53,119.21,1800.0,20.0,8.39,168.58,2000.0
WTG_02,329,8.14,10.51,195.3,84.11,73.69,93.5,1031.78,11.46,0.0,168.34,1172.69
WTG_02,330,9.96,11.86,206.2,90.39,74.39,109.87,1240.19,13.78,0.0,168.14,2000.0
WTG_02,331,11.38,23.09,191.48,89.97,76.17,123.28,1448.21,16.09,0.0,167.6,2000.0
WTG_02,332,11.09,13.31,194.59,88.05,76.91,109.72,1397.46,15.53,0.0,168.7,2000.0
WTG_02,333,12.32,26.84,207.85,91.16,76.36,124.94,1526.41,16.96,0.8,167.65,2000.0
WTG_02,334,8.14,19.26,204.91,82.99,74.71,101.39,1017.54,11.31,0.0,168.7,1195.55
WTG_02,335,4.15,21.56,193.78,77.35,73.86,84.05,540.0,6.0,0.0,166.33,151.96
WTG_02,336,8.01,26.95,199.52,84.31,75.9,109.6,992.63,11.03,0.0,167.99,1153.96
WTG_02,337,12.29,17.42,230.55,91.06,78.05,117.5,1555.39,17.28,0.72,167.89,2000.0
WTG_02,338,4.27,10.82,190.05,75.37,74.5,74.74,540.0,6.0,0.0,165.7,165.71
WTG_02,339,9.22,21.9,244.72,88.4,77.75,115.08,1172.28,13.03,0.0,166.8,1748.34
WTG_02,340,10.4,11.58,200.09,92.68,76.83,111.06,1291.06,14.35,0.0,163.02,2000.0
WTG_02,341,10.17,21.16,188.6,92.47,76.42,120.41,1279.82,14.22,0.0,166.46,2000.0
WTG_02,342,12.21,22.18,213.88,92.49,77.3,124.24,1556.95,17.3,0.53,165.35,2000.0
WTG_02,343,6.87,20.25,224.18,82.16,75.94,96.3,857.35,9.53,0.0,167.5,718.31
WTG_02,344,12.52,13.1,201.8,90.73,79.22,111.54,1577.5,17.53,1.29,165.93,2000.0
WTG_02,345,10.9,19.07,208.69,91.55,77.97,120.06,1353.31,15.04,0.0,166.55,2000.0
WTG_02,346,7.4,26.14,219.97,83.04,76.1,108.86,927.28,10.3,0.0,164.96,895.17
WTG_02,347,8.81,16.18,199.11,89.42,77.78,108.98,1117.08,12.41,0.0,164.52,1502.63
WTG_02,348,10.6,20.66,199.48,93.37,78.61,123.51,1330.17,14.78,0.0,165.34,2000.0
WTG_02,349,10.13,21.95,203.59,92.72,77.43,122.88,1259.91,14.0,0.0,166.79,2000.0
WTG_02,350,8.76,19.23,206.74,89.13,78.13,112.63,1092.56,12.14,0.0,164.22,1482.73
WTG_02,351,11.15,13.68,246.21,92.47,78.73,117.22,1391.12,15.46,0.0,163.81,2000.0
WTG_02,352,14.51,17.98,229.84,92.37,80.16,121.37,1800.0,20.0,6.28,164.3,2000.0
WTG_02,353,9.35,11.81,207.24,92.47,78.56,109.79,1197.95,13.31,0.0,164.18,1777.36
WTG_02,354,7.77,16.39,229.35,86.57,77.36,102.33,971.55,10.79,0.0,165.31,1060.1
WTG_02,355,4.86,13.86,213.77,80.96,76.5,84.14,584.43,6.49,0.0,163.25,284.61
WTG_02,356,4.09,11.07,244.12,80.06,76.87,79.84,543.65,6.04,0.0,161.79,141.87
WTG_02,357,4.48,22.73,186.01,79.55,76.97,91.35,561.76,6.24,0.0,164.29,192.24
WTG_02,358,9.35,26.39,195.02,92.8,78.24,127.41,1178.99,13.1,0.0,163.97,1806.42
WTG_02,359,5.83,19.75,241.42,83.48,77.03,95.76,734.27,8.16,0.0,164.7,436.53
WTG_02,360,6.69,15.33,208.13,83.51,78.36,92.76,809.87,9.0,0.0,164.39,662.47
WTG_02,361,10.84,15.18,221.49,94.27,80.25,118.55,1367.84,15.2,0.0,162.84,2000.0
WTG_02,362,10.33,15.39,210.74,95.68,80.25,119.38,1319.37,14.66,0.0,163.36,2000.0
WTG_02,363,9.57,11.4,224.89,93.39,79.89,113.07,1190.26,13.23,0.0,158.81,1906.62
WTG_02,364,8.1,16.04,214.15,89.65,79.2,105.59,1009.77,11.22,0.0,164.18,1198.28
WTG_02,365,11.39,12.42,201.89,95.36,81.26,118.01,1421.26,15.79,0.0,163.17,2000.0
WTG_02,366,8.18,11.46,200.99,90.44,79.11,101.9,1021.7,11.35,0.0,159.06,1186.81
WTG_02,367,10.64,17.44,239.39,95.92,81.1,122.39,1320.65,14.67,0.0,160.84,2000.0
WTG_02,368,8.14,9.72,231.7,89.04,79.77,100.69,1077.44,11.97,0.0,161.67,1192.08
WTG_02,369,8.29,21.01,185.94,89.86,79.59,112.92,1058.02,11.76,0.0,162.95,1256.63
WTG_02,370,8.43,14.59,219.87,91.82,81.76,108.34,1094.93,12.17,0.0,159.42,1324.33
WTG_02,371,4.64,14.31,200.53,82.98,78.37,89.11,596.33,6.63,0.0,159.72,231.55
WTG_02,372,10.51,18.2,220.33,98.23,81.04,123.55,1334.32,14.83,0.0,162.03,2000.0
WTG_02,373,10.48,28.16,218.33,96.25,83.01,133.04,1350.46,15.01,0.0,159.54,2000.0
WTG_02,374,11.92,20.0,217.57,98.04,82.63,127.22,1493.59,16.6,0.0,161.2,2000.0
WTG_02,375,8.44,18.27,224.76,91.67,81.36,112.44,1073.84,11.93,0.0,157.97,1337.63
WTG_02,376,4.5,4.98,235.53,84.37,79.68,79.61,540.0,6.0,0.0,159.7,224.5
WTG_02,377,6.25,17.94,203.0,86.31,81.0,97.95,798.72,8.87,0.0,161.3,525.24
WTG_02,378,8.4,22.87,225.0,93.33,82.28,114.49,1083.63,12.04,0.0,156.91,1297.75
WTG_02,379,10.46,20.07,198.48,98.57,83.89,128.66,1321.42,14.68,0.0,158.23,2000.0
WTG_02,380,7.72,22.17,224.95,90.01,81.53,111.32,948.22,10.54,0.0,158.08,1016.69
WTG_02,381,9.94,16.36,212.62,96.73,83.26,126.39,1242.9,13.81,0.0,158.52,2000.0
WTG_02,382,12.17,9.86,199.57,98.31,84.49,118.98,1542.31,17.14,0.42,155.3,2000.0
WTG_02,383,10.3,7.3,225.68,99.95,84.31,116.25,1280.42,14.23,0.0,158.66,2000.0
WTG_02,384,4.75,18.82,206.55,86.19,82.9,96.26,614.97,6.83,0.0,156.7,246.02
WTG_02,385,9.0,20.4,220.54,97.91,83.94,120.14,1146.29,12.74,0.0,155.29,1568.65
WTG_02,386,3.68,13.64,216.47,85.18,81.07,87.17,540.0,6.0,0.0,155.26,115.5
WTG_02,387,7.23,16.59,214.56,90.98,83.19,102.87,905.47,10.06,0.0,156.15,823.0
WTG_02,388,8.71,11.68,209.93,95.0,84.12,111.91,1107.97,12.31,0.0,158.54,1435.71
WTG_02,389,10.65,22.34,224.1,100.66,85.62,131.83,1329.23,14.77,0.0,156.24,2000.0
WTG_02,390,8.7,18.93,217.72,96.26,83.58,117.53,1091.05,12.12,0.0,155.53,1455.34
WTG_02,391,7.88,11.08,220.7,93.92,85.45,105.87,991.44,11.02,0.0,155.19,1069.78
WTG_02,392,8.79,18.63,223.84,96.1,85.2,120.86,1102.49,12.25,0.0,153.95,1495.85
WTG_02,393,8.76,13.55,200.55,95.94,84.58,114.08,1107.72,12.31,0.0,155.56,1468.61
WTG_02,394,9.45,14.51,210.58,99.9,86.77,123.7,1214.04,13.49,0.0,155.3,1869.34
WTG_02,395,8.59,22.74,202.11,95.46,85.64,123.33,1077.96,11.98,0.0,154.84,1413.54
WTG_02,396,11.67,20.92,223.22,102.47,88.34,132.33,1471.75,16.35,0.0,152.91,2000.0
WTG_02,397,8.81,22.0,223.05,99.17,85.53,127.18,1127.92,12.53,0.0,155.34,1520.49
WTG_02,398,9.16,12.47,196.39,98.83,85.49,118.77,1158.59,12.87,0.0,153.21,1679.7
WTG_02,399,12.51,19.94,214.18,103.59,88.34,134.01,1583.64,17.6,1.29,153.86,2000.0
WTG_02,400,9.21,17.52,233.8,99.57,86.43,125.75,1147.21,12.75,0.0,151.68,1694.29
WTG_02,401,9.51,16.02,212.79,102.46,87.61,127.85,1179.96,13.11,0.0,151.72,1891.58
WTG_02,402,5.23,22.28,218.92,91.15,85.95,104.99,661.02,7.34,0.0,151.69,339.59
WTG_02,403,9.6,19.63,245.97,101.83,87.36,134.64,1254.15,13.94,0.0,152.48,1950.95
WTG_02,404,10.07,17.33,202.56,104.77,87.5,131.51,1298.4,14.43,0.0,152.58,2000.0
WTG_02,405,8.38,16.53,220.66,99.16,87.36,118.21,1031.3,11.46,0.0,152.46,1269.83
WTG_02,406,12.0,11.52,210.13,106.47,89.04,127.64,1521.25,16.9,0.0,151.02,2000.0
WTG_02,407,4.9,15.81,224.64,89.33,86.65,97.32,586.65,6.52,0.0,149.22,227.63
WTG_02,408,7.54,12.3,213.95,98.19,86.28,107.84,916.76,10.19,0.0,149.22,959.35
WTG_02,409,8.56,22.01,213.91,100.74,89.96,127.55,1077.45,11.97,0.0,148.68,1426.41
WTG_02,410,7.2,17.97,204.1,96.41,89.55,111.34,891.42,9.9,0.0,149.88,814.17
WTG_02,411,4.93,22.24,195.27,91.92,87.35,104.73,635.58,7.06,0.0,146.99,262.44
WTG_02,412,11.09,18.05,216.59,105.53,92.34,135.45,1405.49,15.62,0.0,148.73,2000.0
WTG_02,413,7.72,21.81,209.49,98.74,88.67,120.69,956.52,10.63,0.0,149.49,1036.04
WTG_02,414,10.55,21.9,202.66,106.75,91.72,139.84,1346.78,14.96,0.0,148.41,2000.0
WTG_02,415,4.04,17.82,209.73,91.97,87.68,102.41,540.0,6.0,0.0,146.65,159.93
WTG_02,416,6.01,14.67,213.28,93.37,88.51,104.17,742.22,8.25,0.0,147.53,491.13
WTG_02,417,13.23,24.18,197.69,106.92,91.79,142.33,1632.58,18.14,3.07,147.23,2000.0
WTG_02,418,6.9,15.5,210.37,96.71,89.6,109.76,862.32,9.58,0.0,146.54,731.65
WTG_02,419,9.69,26.17,230.48,107.18,91.27,144.15,1231.66,13.69,0.0,146.79,1997.65
WTG_02,420,4.87,20.37,220.24,93.48,89.38,106.05,627.05,6.97,0.0,147.07,243.53
WTG_02,421,10.99,25.62,214.67,108.7,92.97,145.27,1324.74,14.72,0.0,144.78,2000.0
WTG_02,422,13.29,13.87,218.08,110.06,93.82,133.38,1654.52,18.38,3.21,142.63,2000.0
WTG_02,423,8.28,22.6,218.55,102.94,92.81,127.53,1037.88,11.53,0.0,145.84,1266.59
WTG_02,424,13.12,22.03,194.39,110.14,93.44,141.28,1641.1,18.23,2.79,142.07,2000.0
WTG_02,425,6.94,12.99,246.47,99.57,91.77,109.44,862.22,9.58,0.0,145.28,744.3
WTG_02,426,9.39,18.39,213.7,108.68,93.25,135.31,1174.88,13.05,0.0,146.69,1827.89
WTG_02,427,7.8,17.88,219.89,102.17,92.92,120.4,1018.08,11.31,0.0,143.58,1039.95
WTG_02,428,14.93,19.2,226.75,111.98,96.56,141.39,1800.0,20.0,7.32,142.71,2000.0
WTG_02,429,9.98,14.66,206.01,109.61,93.78,136.45,1230.5,13.67,0.0,144.19,2000.0
WTG_02,430,7.55,22.45,237.09,102.49,92.95,124.95,932.58,10.36,0.0,142.33,965.33
WTG_02,431,7.96,14.64,211.83,104.56,93.86,120.5,1005.76,11.18,0.0,142.86,1108.18
WTG_03,1,12.55,17.08,163.22,83.03,66.51,99.05,1576.49,17.52,1.37,181.59,2000.0
WTG_03,2,9.3,18.51,180.69,81.5,64.38,96.72,1211.01,13.46,0.0,183.54,1786.4
WTG_03,3,7.59,17.34,176.98,74.77,63.74,81.58,963.3,10.7,0.0,180.09,956.4
WTG_03,4,11.44,15.66,167.59,83.33,64.93,97.8,1429.34,15.88,0.0,182.26,2000.0
WTG_03,5,10.82,12.27,185.16,83.39,64.77,95.16,1384.27,15.38,0.0,181.31,2000.0
WTG_03,6,10.65,20.4,160.3,81.23,66.11,104.5,1344.72,14.94,0.0,178.89,2000.0
WTG_03,7,7.32,20.07,167.41,72.91,63.45,82.34,947.29,10.53,0.0,182.21,879.93
WTG_03,8,14.55,14.48,202.69,83.69,65.0,97.89,1800.0,20.0,6.37,183.19,2000.0
WTG_03,9,11.74,26.21,195.38,82.5,65.95,109.55,1469.53,16.33,0.0,181.79,2000.0
WTG_03,10,12.38,27.95,163.94,82.6,66.14,111.23,1553.7,17.26,0.94,182.08,2000.0
WTG_03,11,9.62,18.59,177.74,83.65,64.23,100.5,1237.19,13.75,0.0,181.42,1982.54
WTG_03,12,6.65,18.32,181.53,73.02,62.97,74.48,857.2,9.52,0.0,180.55,638.99
WTG_03,13,9.12,8.33,188.19,80.23,64.07,82.99,1179.85,13.11,0.0,178.65,1678.4
WTG_03,14,8.67,26.43,140.64,78.11,63.9,96.78,1105.39,12.28,0.0,181.3,1425.05
WTG_03,15,9.66,20.67,156.22,83.27,64.72,103.38,1232.51,13.69,0.0,180.87,1994.68
WTG_03,16,11.42,16.53,183.22,82.38,66.02,99.82,1407.79,15.64,0.0,180.2,2000.0
WTG_03,17,9.08,18.7,187.22,79.92,65.86,95.5,1158.04,12.87,0.0,183.22,1655.73
WTG_03,18,9.87,19.62,180.04,83.19,64.94,101.1,1235.22,13.72,0.0,183.45,2000.0
WTG_03,19,9.28,13.09,183.12,81.48,64.64,90.7,1165.86,12.95,0.0,183.16,1755.45
WTG_03,20,4.65,17.79,195.93,70.49,63.88,66.08,597.32,6.64,0.0,178.7,236.65
WTG_03,21,9.82,12.58,153.2,84.35,65.59,97.0,1242.65,13.81,0.0,181.65,2000.0
WTG_03,22,6.16,21.29,202.21,71.16,63.75,76.16,783.11,8.7,0.0,184.68,535.83
WTG_03,23,11.1,13.53,210.09,83.35,65.97,96.52,1385.8,15.4,0.0,179.41,2000.0
WTG_03,24,10.22,22.4,198.48,82.14,65.37,103.35,1263.98,14.04,0.0,179.43,2000.0
WTG_03,25,7.34,10.81,182.08,73.67,63.32,71.79,886.57,9.85,0.0,181.02,876.25
WTG_03,26,10.48,23.27,197.81,83.09,65.17,105.35,1360.92,15.12,0.0,181.92,2000.0
WTG_03,27,6.5,18.92,182.42,73.71,62.48,74.89,806.07,8.96,0.0,182.95,588.79
WTG_03,28,10.32,16.11,164.92,83.11,65.3,99.68,1302.99,14.48,0.0,179.4,2000.0
WTG_03,29,8.19,19.75,185.98,77.7,64.38,85.58,1007.94,11.2,0.0,182.43,1199.45
WTG_03,30,5.0,16.77,191.45,69.47,63.5,65.73,652.08,7.25,0.0,181.25,240.23
WTG_03,31,3.0,7.01,199.73,67.6,62.23,52.57,540.0,6.0,0.0,181.7,54.21
WTG_03,32,5.26,22.64,179.75,69.44,62.65,71.78,644.8,7.16,0.0,180.2,303.28
WTG_03,33,6.98,23.05,185.26,72.64,64.1,82.47,907.35,10.08,0.0,182.19,736.54
WTG_03,34,6.78,14.56,178.07,71.93,64.25,72.82,881.0,9.79,0.0,181.94,670.8
WTG_03,35,9.2,13.74,173.14,79.72,65.44,92.42,1179.74,13.11,0.0,181.19,1725.9
WTG_03,36,10.07,22.05,173.16,83.4,65.29,105.05,1310.21,14.56,0.0,178.76,2000.0
WTG_03,37,14.21,22.52,205.66,82.45,67.64,104.52,1790.41,19.89,5.51,180.82,2000.0
WTG_03,38,10.37,15.36,199.46,82.45,66.21,96.94,1305.8,14.51,0.0,182.44,2000.0
WTG_03,39,9.3,17.31,221.59,81.06,66.42,95.32,1149.21,12.77,0.0,181.51,1760.87
WTG_03,40,8.16,19.43,179.89,76.46,63.54,87.18,1040.73,11.56,0.0,183.2,1207.14
WTG_03,41,6.93,19.34,166.01,73.57,63.89,76.15,854.89,9.5,0.0,180.27,752.75
WTG_03,42,10.52,12.2,178.89,81.65,64.38,95.06,1338.95,14.88,0.0,180.26,2000.0
WTG_03,43,11.2,18.48,212.51,82.36,66.03,101.13,1388.31,15.43,0.0,179.6,2000.0
WTG_03,44,8.61,18.29,175.41,79.77,65.21,89.68,1097.59,12.2,0.0,185.36,1387.33
WTG_03,45,8.23,20.45,187.84,77.41,65.1,88.31,1050.93,11.68,0.0,180.78,1247.36
WTG_03,46,13.1,20.39,188.32,82.37,65.77,103.03,1636.5,18.18,2.74,177.48,2000.0
WTG_03,47,10.53,19.51,179.41,82.37,65.5,101.79,1321.77,14.69,0.0,181.25,2000.0
WTG_03,48,8.61,16.59,188.98,78.49,64.92,86.52,1099.01,12.21,0.0,182.55,1396.67
WTG_03,49,14.14,17.65,182.33,83.41,65.93,99.31,1777.95,19.75,5.35,181.84,2000.0
WTG_03,50,8.64,13.34,207.5,78.21,63.71,85.15,1073.92,11.93,0.0,181.66,1418.22
WTG_03,51,7.83,16.66,194.11,75.53,63.65,80.72,951.13,10.57,0.0,182.43,1043.76
WTG_03,52,7.42,25.92,158.88,73.51,63.14,89.02,894.69,9.94,0.0,180.32,910.72
WTG_03,53,11.28,15.56,190.74,84.4,66.49,97.38,1411.56,15.68,0.0,180.8,2000.0
WTG_03,54,12.69,14.05,171.39,83.06,67.17,95.58,1607.47,17.86,1.73,181.6,2000.0
WTG_03,55,8.1,25.47,209.48,76.32,64.69,91.59,1061.75,11.8,0.0,181.26,1159.16
WTG_03,56,11.27,15.8,175.05,83.7,65.2,97.54,1406.47,15.63,0.0,181.85,2000.0
WTG_03,57,8.97,15.9,197.86,80.55,64.07,89.43,1120.48,12.45,0.0,179.98,1557.0
WTG_03,58,9.15,16.9,200.62,79.67,64.52,93.8,1182.39,13.14,0.0,180.87,1674.59
WTG_03,59,7.75,12.81,152.77,75.72,63.93,78.15,958.29,10.65,0.0,179.11,1042.62
WTG_03,60,9.14,10.85,191.19,81.45,65.34,86.31,1156.55,12.85,0.0,182.81,1685.1
WTG_03,61,8.48,10.12,184.47,78.7,63.87,79.55,1079.67,12.0,0.0,180.04,1324.63
WTG_03,62,4.73,14.03,175.52,69.11,63.23,63.8,593.33,6.59,0.0,178.79,187.43
WTG_03,63,8.27,21.77,201.71,76.96,63.39,91.25,1068.38,11.87,0.0,180.34,1244.94
WTG_03,64,9.08,17.87,150.48,80.26,65.03,94.79,1130.09,12.56,0.0,179.79,1656.4
WTG_03,65,7.71,17.44,198.1,74.75,64.63,82.3,967.51,10.75,0.0,181.44,982.41
WTG_03,66,5.29,16.37,193.73,69.51,63.67,67.06,681.5,7.57,0.0,181.29,332.36
WTG_03,67,10.87,20.31,195.69,83.08,65.0,102.62,1380.51,15.34,0.0,179.25,2000.0
WTG_03,68,9.86,10.14,196.06,82.9,65.0,93.43,1242.94,13.81,0.0,180.78,2000.0
WTG_03,69,9.69,21.98,182.89,84.15,63.89,105.47,1242.09,13.8,0.0,178.19,1974.68
WTG_03,70,13.95,18.64,172.83,82.89,68.98,101.65,1791.46,19.91,4.88,177.95,2000.0
WTG_03,71,8.32,16.55,189.93,76.05,64.05,85.87,1047.11,11.63,0.0,179.84,1273.76
WTG_03,72,11.74,15.03,189.35,83.13,65.1,97.22,1477.33,16.41,0.0,181.02,2000.0
WTG_03,73,5.43,20.49,191.21,68.99,63.15,72.86,693.96,7.71,0.0,179.18,352.59
WTG_03,74,6.22,17.02,181.83,71.43,64.34,72.55,783.8,8.71,0.0,181.04,525.79
WTG_03,75,6.23,15.11,200.13,72.93,64.53,69.85,776.95,8.63,0.0,179.33,518.28
WTG_03,76,10.81,16.04,200.93,82.69,67.24,98.89,1353.06,15.03,0.0,183.02,2000.0
WTG_03,77,7.65,12.75,153.11,74.0,65.17,77.56,986.85,10.96,0.0,183.01,985.86
WTG_03,78,5.65,22.99,193.56,70.5,64.22,76.6,737.66,8.2,0.0,182.55,405.05
WTG_03,79,7.78,17.31,161.89,75.96,63.51,83.42,970.18,10.78,0.0,185.38,1047.81
WTG_03,80,6.74,17.18,178.68,72.01,63.56,75.17,847.93,9.42,0.0,181.62,678.67
WTG_03,81,12.67,17.94,179.67,82.99,66.89,100.25,1608.48,17.87,1.67,180.1,2000.0
WTG_03,82,4.25,16.69,161.76,67.37,62.51,65.29,540.0,6.0,0.0,180.53,177.78
WTG_03,83,7.8,19.3,195.26,76.14,63.35,84.63,982.41,10.92,0.0,181.51,1036.29
WTG_03,84,9.5,17.96,160.05,81.58,65.68,98.94,1221.67,13.57,0.0,180.0,1897.36
WTG_03,85,11.98,16.28,208.84,83.64,66.62,99.22,1519.03,16.88,0.0,179.77,2000.0
WTG_03,86,9.16,21.67,199.39,80.27,64.73,96.88,1162.72,12.92,0.0,182.2,1657.39
WTG_03,87,3.94,21.35,208.64,69.03,62.14,69.75,540.0,6.0,0.0,179.46,133.11
WTG_03,88,5.96,19.18,188.4,70.76,63.7,75.16,719.53,7.99,0.0,181.2,486.14
WTG_03,89,12.18,14.55,210.21,82.05,66.48,97.95,1520.22,16.89,0.46,181.96,2000.0
WTG_03,90,5.42,19.5,195.18,67.93,63.76,70.99,694.12,7.71,0.0,181.22,338.89
WTG_03,91,8.76,18.94,200.16,79.06,65.8,91.85,1070.77,11.9,0.0,179.77,1497.77
WTG_03,92,8.63,20.0,185.08,78.53,66.33,92.05,1097.58,12.2,0.0,181.43,1407.79
WTG_03,93,5.32,23.42,205.3,70.29,63.19,76.52,657.28,7.3,0.0,180.0,346.69
WTG_03,94,7.19,18.83,197.32,73.11,65.92,78.38,923.85,10.27,0.0,180.83,816.87
WTG_03,95,10.95,22.6,180.99,83.96,66.15,106.11,1345.86,14.95,0.0,181.8,2000.0
WTG_03,96,12.35,14.9,171.63,82.27,67.37,98.0,1562.8,17.36,0.88,180.77,2000.0
WTG_03,97,9.12,17.58,207.96,79.72,65.11,95.63,1122.26,12.47,0.0,182.01,1647.22
WTG_03,98,10.48,17.68,169.81,83.11,65.28,100.32,1329.89,14.78,0.0,181.59,2000.0
WTG_03,99,9.28,21.64,189.4,80.97,66.3,100.88,1164.86,12.94,0.0,179.03,1761.24
WTG_03,100,7.14,20.26,192.75,74.06,64.02,81.16,904.53,10.05,0.0,181.82,796.43
WTG_03,101,13.02,15.94,189.93,81.76,67.94,98.95,1618.18,17.98,2.54,181.27,2000.0
WTG_03,102,8.59,18.12,199.02,77.74,65.02,89.48,1052.35,11.69,0.0,181.56,1382.63
WTG_03,103,9.41,22.23,179.2,82.9,64.17,101.36,1186.95,13.19,0.0,180.49,1850.9
WTG_03,104,8.41,17.74,202.34,78.44,65.53,84.8,1065.24,11.84,0.0,180.02,1315.18
WTG_03,105,6.79,19.9,183.57,72.53,64.28,80.1,857.23,9.52,0.0,181.83,702.27
WTG_03,106,5.04,16.83,195.94,69.11,63.3,66.44,644.43,7.16,0.0,182.21,277.12
WTG_03,107,13.67,19.58,187.21,83.2,67.25,101.98,1739.57,19.33,4.18,180.79,2000.0
WTG_03,108,9.75,14.88,174.68,83.43,65.28,98.37,1204.29,13.38,0.0,179.17,2000.0
WTG_03,109,6.32,18.96,164.97,71.12,63.54,73.51,792.21,8.8,0.0,180.15,593.51
WTG_03,110,13.92,19.87,181.79,83.83,67.57,102.68,1792.72,19.92,4.79,181.69,2000.0
WTG_03,111,6.05,19.25,193.88,71.46,63.6,73.46,746.0,8.29,0.0,180.22,515.23
WTG_03,112,14.84,16.99,198.98,83.17,67.91,99.85,1800.0,20.0,7.09,179.94,2000.0
WTG_03,113,11.35,17.72,209.5,80.77,64.94,99.17,1428.41,15.87,0.0,180.82,2000.0
WTG_03,114,6.57,10.1,189.44,72.93,64.35,65.02,808.56,8.98,0.0,180.47,631.33
WTG_03,115,8.7,13.11,159.44,77.19,64.45,86.33,1093.8,12.15,0.0,182.06,1462.92
WTG_03,116,8.22,25.72,164.67,75.58,65.03,94.3,999.3,11.1,0.0,179.0,1236.76
WTG_03,117,7.93,12.84,186.92,75.86,64.9,80.68,999.91,11.11,0.0,179.93,1092.23
WTG_03,118,11.05,14.14,171.79,84.51,67.14,98.19,1400.46,15.56,0.0,181.53,2000.0
WTG_03,119,3.0,19.78,204.84,67.27,63.79,65.68,540.0,6.0,0.0,179.09,59.53
WTG_03,120,7.84,27.0,207.07,74.89,65.77,90.37,1016.85,11.3,0.0,179.25,1032.91
WTG_03,121,14.14,14.15,164.79,84.65,67.04,96.34,1782.29,19.8,5.35,180.28,2000.0
WTG_03,122,7.99,19.01,200.02,77.1,64.34,84.65,1002.69,11.14,0.0,180.42,1104.3
WTG_03,123,4.18,19.56,195.24,69.99,63.54,68.24,546.66,6.07,0.0,182.91,152.98
WTG_03,124,9.24,15.93,194.26,82.7,65.41,94.5,1154.29,12.83,0.0,181.35,1740.05
WTG_03,125,11.97,16.19,195.09,82.26,67.47,100.09,1522.42,16.92,0.0,181.02,2000.0
WTG_03,126,6.02,18.61,205.25,72.22,63.48,73.13,742.62,8.25,0.0,178.55,470.57
WTG_03,127,13.55,20.08,188.87,83.7,67.94,102.7,1699.32,18.88,3.87,180.23,2000.0
WTG_03,128,8.08,23.52,183.25,76.97,64.64,92.56,1032.26,11.47,0.0,177.37,1182.11
WTG_03,129,10.08,11.7,211.24,83.26,64.82,96.45,1265.1,14.06,0.0,179.75,2000.0
WTG_03,130,17.02,14.76,183.3,85.12,68.61,96.76,1800.0,20.0,12.55,181.79,2000.0
WTG_03,131,10.71,19.93,182.84,83.44,67.15,102.87,1338.1,14.87,0.0,177.03,2000.0
WTG_03,132,5.75,13.05,189.25,71.62,63.84,66.74,727.93,8.09,0.0,182.55,418.25
WTG_03,133,12.01,19.63,207.05,83.59,66.23,101.68,1479.02,16.43,0.03,180.52,2000.0
WTG_03,134,12.46,17.95,203.12,84.69,66.15,99.71,1569.74,17.44,1.16,177.69,2000.0
WTG_03,135,11.13,18.35,199.15,84.95,66.4,101.45,1433.06,15.92,0.0,179.94,2000.0
WTG_03,136,9.59,17.16,202.75,83.2,66.05,98.36,1210.42,13.45,0.0,178.17,1939.99
WTG_03,137,8.08,20.18,225.84,76.48,65.65,86.69,1015.39,11.28,0.0,177.79,1134.51
WTG_03,138,10.63,19.86,171.71,84.75,65.51,101.61,1323.8,14.71,0.0,180.12,2000.0
WTG_03,139,8.26,18.73,203.42,77.24,64.67,88.69,1023.53,11.37,0.0,179.9,1233.27
WTG_03,140,5.09,20.9,188.75,69.58,64.13,71.27,655.55,7.28,0.0,179.23,275.35
WTG_03,141,5.97,16.43,193.62,72.13,64.44,71.38,753.1,8.37,0.0,178.67,463.77
WTG_03,142,11.67,19.55,178.66,84.11,67.02,101.36,1482.18,16.47,0.0,178.3,2000.0
WTG_03,143,11.11,14.87,191.9,84.52,67.0,97.64,1384.31,15.38,0.0,179.69,2000.0
WTG_03,144,12.94,20.99,195.8,85.56,68.43,105.4,1595.86,17.73,2.35,178.41,2000.0
